,title
4367,"Priyanka Chopra shares hilarious meme of ‘national jiju’ Nick Jonas, says ‘When Nick enters a room in... - Hindustan Times"
4368,‘Offensive video’ on Nehru family: Rajasthan court sends Payal Rohatgi to eight-day judicial custody - The Indian Express
4369,A protein in your brain can be your weapon against Alzheimer's disease - TheHealthSite
4370,"The Milky Way Is About 890 Billion Times The Mass Of Our Sun, Claims Study - Mashable India"
4371,ICC Test rankings Labuschagne's awesome run lifts him into top five 16 Dec 19 - International Cricket Council
4372,"Bail Denied, Actress Payal Rohatgi to be Behind Bars Till December 24 Over Video on Nehru-Gandhis - News18"
4373,Watch Video: Salman Khan's 'Dabangg 3' fever takes over Jammu and Kashmir as a fan club books 100 tickets - Times of India
4374,Vaping may increase chronic lung disease risk: Study - Deccan Herald
4375,RBI governor Shaktikanta Das hints at further rate cuts - Times of India
4376,"3 IITs Declare Solidarity with Jamia, AMU Students as Anti-CAA Protests Lead to Violence, Injuries - News18"
4377,Too good to go down? Arsenal are sleepwalking into a relegation fight - Goal India
4378,PM Modi intervenes on CAA protests as opposition demand judicial inquiry over violence - Livemint
4379,IPL Auction: Franchises keeping an eye on situation in Kolkata amid CAA protests - Times of India
4380,"Vivo X30, X30 Pro price and specifications leaked few hours before launch - gizmochina"
4381,Sanjiv Kapoor resigns from Vistara; Vinod Kannan takes over as Chief Commercial Officer - Moneycontrol.com
4382,"WhatsApp users, here are 5 easy tricks you must explore on the app now - Hindustan Times"
4383,Elon Musk's SpaceX to send marijuana to International Space Station next year - Livemint
4384,"Ignored, recalled, adored: Abid Ali on journey, comparisons with Sachin Tendulkar - Hindustan Times"
4385,"#JamiaProtest: While fans question Bollywood's silence, Hollywood actor John Cusack condemns attack on De - Times of India"
4386,"Realme X2 price leaked ahead of launch, will challenge Redmi K20, Redmi K30 in India - India Today"
4387,Unnao rape case: Delhi court convicts expelled BJP MLA Kuldeep Sengar - Economic Times
4388,Reliance Industries topples IOC to become India's largest company - Livemint
4389,‘Over my dead body’: Mamata Banerjee leads mega rally against Citizenship Act - Hindustan Times
4390,"Milky Way is 890 Billion Times the Mass of the Sun, Study Shows - News18"
4391,Unnao rape case: Former BJP MLA Kuldeep Singh Sengar convicted by Delhi court - Moneycontrol
4392,Corruption is everywhere: Ajay Devgn caught bribing Kapil Sharma to promote 'Tanhaji: The Unsung Warrior' - Free Press Journal
4393,"Expelled BJP MLA Kuldeep Singh Sengar Convicted for Raping Unnao Minor in 2017, Sentencing Tomorrow - News18"
4394,Chrome 79 for Android Rollout Paused After Bug Wipes User Data in Some Apps - NDTV
4395,"Reliance unit signs binding deal with Brookfield for Rs 25,215 crore investment - BusinessLine"
4396,Champions League draw: Real Madrid vs. Man City Atletico vs. Liverpool - ESPN India
4397,New mobile number portability rules kick in: All you need to know - Times of India
4398,Watch: Rohit Sharma takes a dig at Kieron Pollard using a cuss word - Free Press Journal
4399,Sky-touching temple in Ayodhya to come up within four months: Amit Shah - Times of India
4400,"""Can't Stay Silent"": Bollywood Condemns Crackdown On Jamia Students - NDTV News"
4401,Taking Stock: Inflation spoils the party as profit booking hits D-St - Moneycontrol.com
4402,Modern Diets Leading To Obesity And Malnutrition In Poor Countries; Here Are 5 Tips To Avoid Them - NDTV Food
4403,What is Citizenship Amendment Act and why it has triggered protests - Times of India
4404,"Citizenship Act Protest LIVE: Govt's intention to create religious hysteria, says Sonia Gandhi - Moneycontrol.com"
4405,"Salman Khan compares 'Dabangg' franchise to 'Step Up' and 'Rambo', says it happens only in few cases - Free Press Journal"
4406,The Snapdragon 865 Performance Preview: Setting the Stage for Flagship Android 2020 - AnandTech
4407,ArcelorMittal says it has completed acquisition of Essar Steel - Livemint
4408,Europa League draw: Man United face Brugge Arsenal to play Olympiakos - ESPN India
4409,"Ahead of key meet, Centre releases ₹35,298 cr GST compensation to states and UTs - Livemint"
4410,"Citizenship Act Protests LIVE: Priyanka Gandhi on Dharna at India Gate as JNU, Jamia Students Form Human Chain - News18"
4411,Anti-CAA protests reach Mumbai; students take to streets - Times of India
4412,"Earth Suffered from Climate Crisis Even before Extinction of Dinosaurs, Shows Study - News18"
4413,I want to get where Virat Kohli is today: Babar Azam - Times of India
4414,We have also failed: NASA’s words of encouragement for ISRO - Moneycontrol.com
4415,Bigg Boss 13: Siddharth Shukla makes his way back into the house - Free Press Journal
4416,"UEFA Champions League Round of 16 Draw HIGHLIGHTS: Real Madrid Get Manchester City, Barcelona To Face Napoli - News18"
4417,What is StrandHogg and why has it got Indian Home Ministry’s cybersecurity arm worried? - Livemint
4418,"Champions League draw: Holders Liverpool dealt unwelcome return to Madrid, Man City face ageing Real - ESPN India"
4419,Elon Musk will be sending marijuana to space next year - Moneycontrol.com
4420,Watch: Rajinikanth is a ‘bad cop’ in the ‘Darbar’ trailer - The Hindu
4421,‘Darbar’ trailer: Rajinikanth is a stylish cop and promises a truly entertaining cinematic experience - Times of India
4422,"Volcanic Eruptions in India's Deccan Traps Had Long-lasting Climate, Ecological Impacts: Study - News18"
4423,‘It is unfortunate’: Pakistan’s Yasir Shah on not playing Tests against India - Hindustan Times
4424,Realme Buds Air True Wireless Earphones to Go Up for Sale Tomorrow - News18
4425,"Modi govt has become creator of violence, divisiveness; has declared war on own people: Sonia Gandhi - Times of India"
4426,Google Maps Begins Testing of Redesigned Full Bottom-Bar Navigation - News18
4427,Anti-CAA protests in West Bengal: Mamata Banerjee's miscalculation limits space for political... - Firstpost
4428,Donald Trump poised to become third U.S. president to be impeached - The Hindu
4429,Chennai fan who advised Sachin Tendulkar invites him for meal in Tamil Nadu's Perampur - Free Press Journal
4430,Champions League Last 16 draw | Napoli play Barcelona; Liverpool draw Atletico - SportsCafe
4431,"Egg intake doesn't up heart disease, stroke risks: Study - The Weekend Leader"
4432,"'Citizenship Law, NRC Can be Enforced in Bengal Only over My Body': Mamata Leads Mega March against Centr... - News18"
4433,From Zero to Hero: Realme sells over 15 million handsets in just over a year - Free Press Journal
4434,Kareena Kapoor kills Monday blues as she pairs denim-on-denim look with black sheer top. All pics - India Today
4435,"No ""Automatic"" Citizenship For Migrants Under Amended Law, Says Centre - NDTV News"
4436,New Citizenship Act won't take away anyone's Indian nationality: Amit Shah - Times of India
4437,IPL 2020 auction to go ahead as scheduled despite protests over CAA - Times of India
4438,Several Jamia Students Prepare To Leave Campus After Police Crackdown - NDTV News
4439,"Amid Clashes over Citizenship Act, Bengal Govt Issues Stay Order on National Population Register Work - News18"
4440,"Under fire, govt releases Rs 35,298 crore GST compensation to states - Times of India"
4441,"North India shivers under severe cold, several flights disrupted in Chandigarh - Times of India"
4442,India second-biggest market for sugary beverages: Lancet report - Down To Earth Magazine
4443,Lt General Manoj Mukund Naravane to be next Army chief - Times of India
4444,"Candles Lit, Ambedkar Posters Held High: Thousands at India Gate Recall India's Secular Values - News18"
4445,"Samsung's Note10 Lite to know the exact location of the S Pen, thanks to BT 5.1 - GSMArena.com news - GSMArena.com"
4446,Didn't appreciate Vodafone Group threat to quit India: Ravi Shankar Prasad - Economic Times
4447,"Unnao rape: Court pulls up CBI for delay in chargesheet, absence of women officers in probe - Times of India"
4448,Ravi Shankar Prasad hits out at Vodafone for 'dictating' terms to India - Livemint
4449,"Activists, academicians move SC against Citizenship Amendment Act - Times of India"
4450,Sony’s WH1000XM3 ANC headphones have been $278 since Black Friday – hurry and you can get them for $230 - BGR
4451,From wanting to do a Marathi film to playing a transgender: Here's what Rajinikanth expressed at the trai - Times of India
4452,How Qualcomm Brought Tremendous Improvements in AI Performance to the Snapdragon 865 - XDA Developers
4453,Citizenship protests spill over to universities across the country - Livemint
4454,Citizenship Amendment Act protests erupt across India: Thousands congregate at India Gate; Congress... - Firstpost
4455,"Citizenship Amendment Act Protests Updates: Curfew to be lifted across Assam on Tuesday, broadband internet will also be restored, say reports - Firstpost"
4456,New Essar owners seek to ramp up steel capacity by up to 50% - Livemint
4457,Fede Valverde has earned his stripes - Managing Madrid
4458,Brahmastra: Alia Bhatt and Ranbir Kapoor return to Mumbai after shooting in Varanasi - Times of India
4459,Vaping increases lung disease risk even without smoking tobacco: study - Business Insider
4460,"Rahul Gandhi Is Wearing ""Italian Spectacles"" : Amit Shah On Article 370 - NDTV News"
4461,IPL auction to go ahead as scheduled despite protests over CAA - Hindustan Times
4462,Facebook ads spreading 'misinformation' about anti-HIV drugs - Gadgets Now
4463,Instagram's AI now warns you if your caption is offensive - The Next Web
4464,Android 10 now rolls out to all Galaxy Note10 and Note10+ units - GSMArena.com news - GSMArena.com
4465,Cong MP files breach of privilege notice against Irani over Rahul attack - Hindustan Times
4466,The first new childhood autism guidelines in 12 years call for earlier screening and diagnosis - INSIDER
4467,"Bengal takes on Centre, ‘stays’ work on National Population Register - Times of India"
4468,Vaping increases the risk of lung disease by a third: U.S. study - Reuters India
4469,"Fede Valverde:“It’s not easy to play a 21-year-old kid, but I have earned my spot” - Managing Madrid"
4470,"Activists, Academicians Move Supreme Court Against Citizenship Law - NDTV News"
4471,"India slips to 112th rank on WEF’s gender gap index, in bottom 5 on health, economic fronts - Hindustan Times"
4472,"Bigg Boss 13: Rashami taunts Asim, 'Your Best friend' Sidharth has returned; his reply will leave you in - Times of India"
4473,New Sony camera filing suggests its Alpha A7S III may finally see the light of day - Techradar
4474,US quietly expelled two Chinese diplomats who drove onto military base: Report - Hindustan Times
4475,"15-Day Weight Loss Challenge: Day 2, include 2 fruits and 5 vegetables in your diet every day - Times of India"
4476,Boeing says to halt 737 MAX production next month - Times of India
4477,"Realme X2, Realme Buds Air to launch in India today at 12.30 pm: How to watch it live - Firstpost"
4478,10 things to know before the opening bell on December 17 - CNBCTV18
4479,REVEALED: Here’s how Salman Khan intends to celebrate his 54th birthday - PINKVILLA
4480,"Kareena Kapoor Khan REVEALS she plans to introduce Taimur Ali Khan to Golmaal series, Jab We Met & Omkara - PINKVILLA"
4481,Donald Trump on Track to Become Third US President to be Impeached - News18
4482,"Stocks in the news: Reliance Industries, NIIT Tech, Cipla, Shriram Transport, Elgi Equipments - Moneycontrol.com"
4483,"India vs West Indies, 2nd ODI: India need to address white-ball bowling blues - Times of India"
4484,Bigg Boss 13: Salman Khan claims his fee for per episode has been reduced - Free Press Journal
4485,"'Dissent is necessary': Law students across India pledge support to Jamia, AMU - The News Minute"
4486,India vs West Indies: How Rishabh Pant got back his clean bat-swing - Times of India
4487,Rani Mukerji gets emotional as she visits Shirdi Sai Baba temple to seek blessings for Mardaani 2. See... - Hindustan Times
4488,"IPL Auction 2020: Planning, preparation, performance - How Rajasthan Royals build their squad - Hindustan Times"
4489,"Marnus Labuschagne gets maiden ODI call-up for India series, Glenn Maxwell and Marcus Stoinis dropped - India Today"
4490,"Reliance, BP form joint venture for fuel retail under Jio-BP brand - Economic Times"
4491,"Quantum of sentence for Kuldeep Sengar, convicted in Unnao rape case, likely to be decided today - Hindustan Times"
4492,"Sensex, Nifty open marginally higher - Livemint"
4493,First proof that Samsung Galaxy S11 will be faster than iPhone 11 Pro - Techradar
4494,"Uddhav Thackeray Cites ""Broken Promises"" To Counter BJP's Savarkar Jibe - NDTV News"
4495,"CRISPR, gravity waves, water on Mars: A decade of discoveries - The Hindu"
4496,CBI may request court to remove agency’s criticism in Kuldeep Sengar judgement - Hindustan Times
4497,ColorOS 7: Oppo aims to take gaming to the next level - Hindustan Times
4498,U.N. Security Council to meet on Kashmir at China’s request - The Hindu
4499,"India slips to 112th place on gender gap; in bottom-5 on health, economic fronts - Economic Times"
4500,Microsoft wants devs to submit Chromium Edge add-ons ahead of launch - The Next Web
4501,Citizenship Amendment Act protests LIVE updates: 10 with criminal background arrested for Jamia violence; no student among those held - Firstpost
4502,New mechanism discovered to treat genetic heart disorders - The Asian Age
4503,CAA protests live updates | 10 arrested for protests in Jamia Millia Islamia University area - The Hindu
4504,"Breast cancer in males, a rare but recent occurrence - ETHealthworld.com"
4505,Researchers find new mechanism to treat little hearts - TheHealthSite
4506,"Realme X2, Realme Buds Air to launch today: Here’s what you can expect with the prices - India Today"
4507,Conscious perception of visual locations occurs in frontal lobes of the brain - Deccan Chronicle
4508,"Realme X2, Realme Buds Air to launch today: Here’s what you can expect with the prices - India Today"
4509,This is the best value true 4K projector on the market right now - TechRadar
4510,"'India on 'wait and watch' mode, as not all is lost on the economy front' - Moneycontrol.com"
4511,IPL 2020 Auction: Little known Indian players who can trigger bidding wars - Times of India
4512,Bunty Aur Babli 2: Mumbai girl Sharvari to star opposite Siddhant Chaturvedi - Free Press Journal
4513,Britain’s Ominous Election Result - The Wire
4514,"Egg Intake Doesn't up Heart Disease, Stroke Risks, Says Study - News18"
4515,Banks get $7.6 billion boost from India bankruptcy recovery - Economic Times
4516,"Harvard students write to Indian govt, express support for CAA protesters - The News Minute"
4517,Eating Eggs Do Not Up Risk Of Heart Ailments: Study - NDTV Food
4518,"Rani Mukerji says she, Aditya Chopra fight the most over daughter: ‘When you are parenting a child,... - Hindustan Times"
4519,Former Pakistan president Pervez Musharraf gets death penalty in high treason case - Times of India
4520,Pervez Musharraf sentenced to death by Pakistan court for high treason - The Hindu
4521,"India vs West Indies: Challenge for Rohit, Kohli - Key player battles to watch out for in 2nd ODI - Hindustan Times"
4522,"High courts can inquire, says Supreme Court on plea over police action against protesters - Hindustan Times"
4523,"Realme X2, Realme Buds Air India launch highlights: Buds Air launched at Rs 3,999, X2 priced starting Rs... - Firstpost"
4524,"Citizenship Act Protest Live Updates: ""No CAB, No NRC Is Our Slogan,"" Says Mamata Banerjee In Kolkata - NDTV News"
4525,US Asks India to Respect Right of Peaceful Assembly - The Wire
4526,"India vs West Indies: Iyer Impact - How India’s number 4 has emerged as next best after Rohit, Kohli - Hindustan Times"
4527,IPL 2020 Auction: Foreign players who could be on the must-buy list of all teams - Times of India
4528,"Pak Permits Qatari Emir, 9 Royal Members To Hunt Endangered Birds: Report - NDTV News"
4529,"In 2012 Delhi gang rape case, CJI opts out of hearing review plea of convict - Hindustan Times"
4530,"Citizenship Amendment Act: U.S. students, alumni call on Amit Shah, tell him to ‘curb police brutality or resign’ - The Hindu"
4531,"""A Foreign Body"": Delhi Hospital On Jamia Protester's ""Gunshot"" Wound - NDTV News"
4532,"CJI Bobde Recuses From Hearing Nirbhaya Rape Case Convict's Review Plea, New Bench Tomorrow - News18"
4533,How to hide and unhide chats in WhatsApp on Android and iOS - The Indian Express
4534,Reminded of Jallianwala Bagh: Uddhav Thackeray on Jamia crackdown - Times of India
4535,"Congress creating an atmosphere of fear over CAA, says PM Modi - Times of India"
4536,‘Voices are being stifled’: Kamal Haasan on police action against students - Hindustan Times
4537,Former Pakistan president Pervez Musharraf gets death penalty in high treason case - Times of India
4538,"The music of El Clasico: How eternal rivals Barcelona, Real Madrid are captured in song - ESPN India"
4539,Samsung Galaxy A51 India launch imminent as support page goes live on local website - GSMArena.com news - GSMArena.com
4540,'Mardaani 2' fame Vishal Jethwa says prepping to essay a serial rapist was emotionally painful - Free Press Journal
4541,"Citizenship Amendment Act Protests LIVE Updates: Police fire tear gas shells on protesters after arson, stone-pelting in Delhi’s Seelampur - The Indian Express"
4542,"Sensex, Nifty scale fresh record highs: 4 factors that drove market rally - Economic Times"
4543,BSNL employees to get November salary soon: CMD - BusinessLine
4544,"Rajinikanth Talks About His Dream Role, Says 'Want to Play a Transgender' - News18"
4545,WhatsApp new features: Everything you need to know - India Today
4546,Which DNA is linked to pediatric cancer? - Deccan Herald
4547,"Egg Intake Doesn't Up Heart Disease, Stroke Risks, Says Study - News18"
4548,No Talks On Kashmir At UN Security Council As China Withdraws Request - NDTV News
4549,"Cosmology in crisis as evidence suggests our universe isn't flat, it's actually curved - The Next Web"
4550,Trai defers scrapping IUC by one year to January 2021 - Livemint
4551,Smriti Mandana features in ICC's ODI and T20I teams of 2019 - Free Press Journal
4552,Disturbed Sleep Can Trigger Migraine Headache: Study - NDTV News
4553,"Technical View: Nifty at record closing high, forms bullish candle, but upside limited - Moneycontrol.com"
4554,"GST Council meeting tomorrow. Will Nirmala Sitharaman increase GST rates, slabs? - Livemint"
4555,"Kotak Mahindra Bank best suited to buy YES Bank, say two top bankers - Economic Times"
4556,Sena Not Part Of Sonia Gandhi-Led Opposition Delegation Meeting President - NDTV News
4557,Elon Musk's SpaceX to Carry Cannabis to Space Next Year - NDTV
4558,SpaceX launches Falcon 9 rocket carrying broadband satellite booster - CGTN
4559,Realme PaySa full-stack financial services platform launched in India - GSMArena.com news - GSMArena.com
4560,"Govt shutting down people’s voices, says Sonia Gandhi, Oppn seeks repeal of CAA - Hindustan Times"
4561,"Gautam Gambhir, VVS Laxman left on a bitter note: Harbhajan Singh - India Today"
4562,"On Day 2 of Assembly Session, Shiv Sena's Editorial Becomes BJP's Weapon as Ex-allies Get into Skirmish - News18"
4563,Bigg Boss 13: Paras Chhabra chooses Mahira Sharma over Shehnaz Gill for the captaincy task - Free Press Journal
4564,Scroll Investigation: Amit Shah’s all-India NRC has already begun – with the NPR - Scroll.in
4565,"India's squad should be ready four months before T20 World Cup: Yuvraj, Harbhajan - Times of India"
4566,Instagram will now tell you if your captions may be considered offensive - Firstpost
4567,Weight loss linked to reduced breast cancer risk Study - The Weekend Leader
4568,UN Security Council not to discuss Kashmir issue today - Times of India
4569,"Banaras Hindu University tells students not to participate in marches, dharnas on citizenship law - The Hindu"
4570,Bitcoin’s failing price could be caused by $2B Chinese Ponzi scheme dumping its crypto - The Next Web
4571,Madras University CAA protest: Students won't give up till those detained are released - The News Minute
4572,Yuvraj blasts Indian team management for World Cup ouster - Times of India
4573,"Samsung Galaxy A01 quietly unveiled with 5.7"" HD screen, plenty of memory - GSMArena.com news - GSMArena.com"
4574,IMF may significantly downgrade India growth forecast in January: Gita Gopinath - Livemint
4575,The Academy Unveils Oscar Contenders in Nine Categories - News18
4576,Astronomers Claim Star Formation In Milky Way Galaxy Was Sporadic - Mashable India
4577,WhatsApp flaw allowed attackers to crash app via group chat message: Check Point Research - Firstpost
4578,"‘Direct as minister, shoot them at sight’: Junior Railway minister amid citizenship law protest - Hindustan Times"
4579,"Rahul Gandhi Meets South Korea PM, Discusses Economy, Politics - NDTV News"
4580,Rahul Gandhi Cannot Lead Democracy's Fight Against Modi or the Sangh Parivar - The Wire
4581,Breaking: Byju’s Turns Profitable With Nearly 3X Revenue Growth - Inc42 Media
4582,Eat these 6 foods to reboot your gut instantly - Times of India
4583,Xbox Series X: Sizing Up The Hardware Iterations - Thurrott.com
4584,How Mysterious Circular DNA Causes Cancer in Children - Global Health News Wire
4585,Trump impeachment vote amid US-India 2+2 talks - Times of India
4586,Babies of mothers who have had chickenpox are more immune - BusinessLine
4587,Clothes don't determine views: Mamata hits back at PM Modi - Times of India
4588,Neolithic chewing gum helps recreate image of ancient Dane - The Guardian
4589,National Register of Citizens: All you need to know - Times of India
4590,Flu may save you from common cold - Free Press Journal
4591,"Govt firm on CAA, protests continue, opposition petitions President: Top developments and reactions - Times of India"
4592,"'Shoot Them at Sight': Amid Citizenship Act Row, Junior Railway Minister's Diktat on Destruction of Publi... - News18"
4593,If anybody destroys railway property shoot them at sight: MoS Railways Suresh Angadi - Times of India
4594,"New WhatsApp bug crashes group chat, deletes history forever - Free Press Journal"
4595,Sena Not Part Of Sonia Gandhi-Led Opposition Delegation Meeting President - NDTV News
4596,Gita Gopinath says IMF could significantly downgrade India growth forecast in January review - Moneycontrol.com
4597,"Eating 2 apples a day may lower cholesterol, helping ward off heart attacks and strokes - INSIDER"
4598,"El Clasico Pre-game Thoughts: Lineups, Barcelona’s weaknesses - Managing Madrid"
4599,RBI to steadily tighten NBFC regulations: Shaktikanta Das - Livemint
4600,"Modi govt needs to shed British-style bureaucracy, move faster: Gopichand Hinduja - Economic Times"
4601,IMF likely to significantly cut India’s growth estimates: Gita Gopinath - Economic Times
4602,"Xbox deals for Christmas, Hanukkah: Save on consoles, games, bundles - Mashable"
4603,Citizenship Amendment Act protests Updates: MoS Railways Suresh Aghadi directs authorities to 'shoot at... - Firstpost
4604,Can Never Be A Traitor: Pak Army Slams Pervez Musharraf's Death Sentence - NDTV News
4605,"Bigg Boss 13 day 72 written update episode 72 December 17: Rashami fights with Arhaan-Shefali Bagga,... - Hindustan Times"
4606,Stare into the soul of the universe with this view of distant galaxies - CNET
4607,"Scientists found a 5,700-year-old piece of used gum in a lagoon - and sequenced the entire genome of the woman - Business Insider India"
4608,"IIM-B students speak up: This time, we felt we have to do something - Livemint"
4609,"Schools and colleges to remain shut, internet cut in Aligarh amid protests - Hindustan Times"
4610,Nintendo Switch - With Friends or On-The-Go - My Way to Play - Nintendo
4611,"Give all Pakistanis Indian citizenship, PM dares Congress - Times of India"
4612,Sara Ali Khan captions her throwback photo 'sugar and spice' and we think we can all agree; Check it out - PINKVILLA
4613,"Aston Villa vs. Liverpool - Football Match Report - December 18, 2019 - ESPN India"
4614,Sustained weight loss in middle-age may lower breast cancer risk - Reuters India
4615,"Scuffle in Maharashtra assembly, House adjourned for day - Hindustan Times"
4616,400 students from 19 US universities condemn attack on protesters - Times of India
4617,Death sentence puts Pervez Musharraf’s legacy over India-Pak ties in focus - Hindustan Times
4618,"El Clásico tactical preview - Real Madrid look to reverse bad results, contain Messi - Barca Blaugranes"
4619,Did it keep its flavor? Stone-Age 'chewing-gum' yields human DNA - CGTN
4620,Blue light filters may have the opposite desired effect - Android Authority
4621,IMF likely to significantly cut India’s growth estimates: Gita Gopinath - Economic Times
4622,Intel Core i7 Mini PC to T6 PC Stick: Top minicomputers available in India - Hindustan Times
4623,Deepika Padukone to reunite with Ranbir Kapoor's dad Rishi Kapoor for an upcoming movie? Find Out - PINKVILLA
4624,What changed for the market while you were sleeping? Top 12 things to know - Moneycontrol.com
4625,"Eminent Theatre and Film Actor Shriram Lagoo Dies, Condolences Pour in - News18"
4626,Star named Bibha after Indian scientist and first woman researcher-faculty at TISS - Free Press Journal
4627,"Delhi continues to shiver after coldest day in 22 yrs, further dip in temperature likely - Hindustan Times"
4628,"NRC can’t be done in secrecy. We haven’t decided yet, need cabinet approvals: Amit Shah - Economic Times"
4629,Performance on MUDRA loans: PSBs vs. private banks - Economic Times
4630,India searching for the perfect outfit in 2nd ODI against West Indies - Hindustan Times
4631,'Cheapened Importance of the Very Ugly Word': Trump Writes to Speaker Pelosi to Stop Impeachment - News18
4632,Mardaani 2 villain Vishal Jethwa opens up about his prep for becoming Sunny: ‘Tried to relate myself... - Hindustan Times
4633,This Startup Wants to Eliminate Physical Buttons From Smartphones - NDTV
4634,‘Pre-planned trip to Korea’: Congress defends Rahul Gandhi for skipping anti-CAA protests - Hindustan Times
4635,"Sensex hits fresh record high, Nifty close to 12,200 - Livemint"
4636,Court lets Ambani show how little he knew RCom case - Deccan Herald
4637,Review petition of 2012 Delhi gangrape convict among cases in Supreme Court today - Hindustan Times
4638,"Citizenship Amendment Act protests LIVE updates: Will be first to reject NRC if Centre implements it, says Chhattisgarh CM Bhupesh Baghel - Firstpost"
4639,"Barcelona—Real Madrid El Clasico LaLiga 2019/20 Match Preview, Injuries/Suspensions, Potential XIs, Prediction - Managing Madrid"
4640,Renders of the Galaxy Note10 Lite reveal a flat display - GSMArena.com news - GSMArena.com
4641,Japanese journalist wins damages in high-profile lawsuit over alleged rape - The Indian Express
4642,Pune: 13-year-old’s entry wins exoplanet naming contest - Times of India
4643,How tariff hikes reduced the relevance of mobile termination charges for telcos - Livemint
4644,'What is the meaning of such challenges?': Chidambaram hits back at PM on citizenship issue - Times of India
4645,Weight loss: Can eating banana peels help you lose weight? - Times of India
4646,ICC opens anti-corruption investigations into Qatar T10 League - Hindustan Times
4647,"Infosys to Pay Rs 5.6 Crore to California to Settle Worker Misclassification, Tax Fraud Charges - News18"
4648,ESA's Cheops mission to find habitable exoplanets halted due to error in Soyuz rocket - Firstpost
4649,Trump on brink of impeachment as House readies historic vote - Economic Times
4650,SC Reserves Judgement on Nirbhaya Convict's Review Plea Till 1pm - News18
4651,Stone-age 'chewing-gum' yields human DNA: Study - Deccan Herald
4652,"Realme X2 With Quad Cameras, Snapdragon 730G SoC Launched: Price, Availability, and More - News18"
4653,Realme Buds Air review - GSMArena.com news - GSMArena.com
4654,'Chhapaak' first song: Malti and Amol's 'Nok Jhok' is about quarrels that leave you with a smile - Free Press Journal
4655,"New WhatsApp bug crashes group chats, deletes chat history forever - India Today"
4656,Supreme Court refuses to stay Citizenship (Amendment) Act - The Hindu
4657,"Ahead of Street Dancer 3D trailer launch, Varun Dhawan kisses little fan. Watch video - Hindustan Times"
4658,"5,700-year-old ‘Chewing Gum’ Holds Key to Lives of Ancient People and Bacteria in Their Body - News18"
4659,Home Ministry decision on Ram Temple trust soon - Hindustan Times
4660,"India vs West Indies 2nd ODI Live Score: KL Rahul, Rohit Sharma provide solid start - Times of India"
4661,"IPL Auction 2020 Preview: West Indies, Australia stars in focus but youngsters set to be top draws - Hindustan Times"
4662,Four convicted in 2008 Jaipur serial bomb blast case - Times of India
4663,"To protest is our democratic right, but keep emotions under control: Shahi Imam of Jama Masjid - Times of India"
4664,GST Council likely to leave tax rates unchanged - Livemint
4665,Indian physicist Bibha Chowdhuri now shines bright among the stars - Times of India
4666,SC upholds death penalty of Nirbhaya convict Akshay Kumar Singh - The News Minute
4667,Supreme Court rejects plea to review death penalty in Nirbhaya gang-rape and murder case - Economic Times
4668,"Centre Can Give Outsiders Citizenship Sans Papers But Threatens Its Citizens for Lack of Documents, Says ... - News18"
4669,‘Dabangg 3’: Salman Khan looks lean and fit in this picture as he poses with Kiccha Sudeep and Shera - Times of India
4670,"If I was an opposing captain I would be very worried every time Virat Kohli came out to bat, just like it - Times of India"
4671,"Citizenship Act Protests LIVE: Voted in CAB's Favour in Parliament But Won't Support NRC, Says Naveen Patnaik - News18"
4672,IPL 2020 Auction Live Streaming: When and where to watch Live Telecast - India Today
4673,Astronomers Observe New Type Of Magnetic Explosion On The Sun - Mashable India
4674,"Predicted lineups: FC Barcelona vs Real Madrid, 2019 El Clasico - Managing Madrid"
4675,NASA’s Juno discovers new Texas-sized cyclone on Jupiter’s south pole - The Indian Express
4676,Bollywood mourns the demise of veteran actor Dr Shriram Lagoo - Free Press Journal
4677,"Weight Loss Linked to Reduced Breast Cancer Risk, Says Study - News18"
4678,"Mobile users, free voice calls are 'officially over': What you need to know - Gadgets Now"
4679,"Citizenship mayhem is perfect smokescreen for government to hide real economic issues, but the clock is... - Firstpost"
4680,'What About Our Rights': Nirbhaya’s Mother Breaks Down After Delhi Court Postpones Death Warrant of Con... - News18
4681,Rohit Sharma leading run-scorer in ODIs in 2019 after 28th hundred - India Today
4682,Supreme Court refuses to stay Citizenship (Amendment) Act - The Hindu
4683,Barcelona's Arturo Vidal fuming at Clasico snub - sources - ESPN India
4684,"Sensex ends day with 200 points gain; Nifty closes above 12,200 - Livemint"
4685,"NCLAT restores Cyrus Mistry as chairman of Tata Group, N Chandrasekaran's appointment held illegal - Economic Times"
4686,IPL 2020 Player Auction: When and where to watch and follow - Times of India
4687,"Nokia 2.3 launched in India at Rs 8,199, sale starts from December 27th: specifications, offers - 91mobiles"
4688,"Nokia 2.3 launched in India, priced at Rs 8,199: Specifications, features - Hindustan Times"
4689,"Breaking down ‘Dark Mode’, the most awaited feature on WhatsApp - Hindustan Times"
4690,"Savdhaan India: Channel says Sushant Singh knew his contract would end, he says ‘I should’ve been informed... - Hindustan Times"
4691,GST Council Meeting Live Updates: Lotteries to be taxed at uniform GST rate - Livemint
4692,"Not Scared of Anyone, Just Being Responsible: Varun Dhawan on Silence Over Anti-CAA Protests - News18"
4693,Love your coffee? Three cups a day can protect you from diabetes - India Today
4694,Restrictions Imposed In Northeast Delhi Amid Citizenship Law Violence - NDTV News
4695,"Exclusive: Modi's Comments on CAA Protestors 'Shameful, Shocking', Says JD(U)'s Pavan Varma - The Wire"
